"","var","coef","se","model"
"(Intercept)133","(Intercept)",-16.9224945462224,5.47332698690187,"optimal"
"gdppc.gap.ln_l133","gdppc.gap.ln_l",3.77887051901332,1.27116974652856,"optimal"
"I(gdppc.gap.ln_l^2)133","I(gdppc.gap.ln_l^2)",-0.216840752339745,0.0731914653710844,"optimal"
"(Intercept)44","(Intercept)",-16.941303023909,5.52729356730895,"nearest"
"gdppc.gap.ln_l44","gdppc.gap.ln_l",3.78188278035416,1.28360445572232,"nearest"
"I(gdppc.gap.ln_l^2)44","I(gdppc.gap.ln_l^2)",-0.216939099491021,0.0738946264827024,"nearest"
"(Intercept)134","(Intercept)",-16.9032205139817,5.58570943189045,"optimal"
"gdppc.gap.ln_l134","gdppc.gap.ln_l",3.77455242445166,1.29856291451692,"optimal"
"I(gdppc.gap.ln_l^2)134","I(gdppc.gap.ln_l^2)",-0.216609518457844,0.0748304891149373,"optimal"
"(Intercept)45","(Intercept)",-15.7059158889206,5.56927099632866,"nearest"
"gdppc.gap.ln_l45","gdppc.gap.ln_l",3.49275143725391,1.29848503532104,"nearest"
"I(gdppc.gap.ln_l^2)45","I(gdppc.gap.ln_l^2)",-0.200276561844944,0.0750422076727916,"nearest"
"(Intercept)135","(Intercept)",-15.7059415063722,5.58585876532206,"optimal"
"gdppc.gap.ln_l135","gdppc.gap.ln_l",3.49758422560959,1.30244831672141,"optimal"
"I(gdppc.gap.ln_l^2)135","I(gdppc.gap.ln_l^2)",-0.200823145030705,0.0752740355532858,"optimal"
"(Intercept)46","(Intercept)",-18.2603702442736,5.44359669313336,"nearest"
"gdppc.gap.ln_l46","gdppc.gap.ln_l",4.0830528557851,1.26648645805878,"nearest"
"I(gdppc.gap.ln_l^2)46","I(gdppc.gap.ln_l^2)",-0.233867781886013,0.0730405239020296,"nearest"
"(Intercept)136","(Intercept)",-18.5647222521988,5.43817291938661,"optimal"
"gdppc.gap.ln_l136","gdppc.gap.ln_l",4.16235052194294,1.26433619230063,"optimal"
"I(gdppc.gap.ln_l^2)136","I(gdppc.gap.ln_l^2)",-0.238884722554018,0.0728672936315149,"optimal"
"(Intercept)47","(Intercept)",-17.0821211886402,5.48750442894275,"nearest"
"gdppc.gap.ln_l47","gdppc.gap.ln_l",3.81090173562216,1.28170176154759,"nearest"
"I(gdppc.gap.ln_l^2)47","I(gdppc.gap.ln_l^2)",-0.218391925977163,0.0741984699730641,"nearest"
"(Intercept)137","(Intercept)",-16.994442419569,5.4597222643827,"optimal"
"gdppc.gap.ln_l137","gdppc.gap.ln_l",3.79288759010267,1.27516025391221,"optimal"
"I(gdppc.gap.ln_l^2)137","I(gdppc.gap.ln_l^2)",-0.217491002985397,0.073821323931915,"optimal"
"(Intercept)48","(Intercept)",-15.85455599061,5.54221417549863,"nearest"
"gdppc.gap.ln_l48","gdppc.gap.ln_l",3.53086774719411,1.29008202425838,"nearest"
"I(gdppc.gap.ln_l^2)48","I(gdppc.gap.ln_l^2)",-0.202657719472168,0.0744409116513131,"nearest"
