"","var","coef","se","model"
"year19763","year1976",-0.675339652005137,0.10572428230938,"imp12.csv"
"year19773","year1977",-0.658836440746826,0.106694291226594,"imp12.csv"
"year19783","year1978",-0.710501454715784,0.108564309298357,"imp12.csv"
"year19793","year1979",-0.760680589708497,0.112983078045919,"imp12.csv"
"year19803","year1980",0.275699626211258,0.68039928012435,"imp12.csv"
"year19813","year1981",-0.794594151011191,0.117218974522219,"imp12.csv"
"year19823","year1982",0.138245136863397,0.680613326012755,"imp12.csv"
"year19833","year1983",-0.849303683531248,0.13047230214751,"imp12.csv"
"year19843","year1984",-0.793145498699983,0.132936168994936,"imp12.csv"
"year19853","year1985",-0.786753723938645,0.133012769554626,"imp12.csv"
"year19863","year1986",0.251204051397288,0.672319204285611,"imp12.csv"
"year19873","year1987",0.657535650773974,0.602691944945455,"imp12.csv"
"year19883","year1988",0.189615970374357,0.70139434144392,"imp12.csv"
"year19893","year1989",1.17455903333696,0.486252592864755,"imp12.csv"
"year19903","year1990",0.612481500932778,0.58185090781124,"imp12.csv"
"year19913","year1991",0.667704387946697,0.555039589370974,"imp12.csv"
"year19923","year1992",-0.107881585720419,0.656887806991829,"imp12.csv"
"year19933","year1993",-1.11390140192382,0.158915501676834,"imp12.csv"
"year19943","year1994",-1.08189440656113,0.161503548110357,"imp12.csv"
"year19953","year1995",-1.04228835341404,0.162995759411263,"imp12.csv"
"year19963","year1996",-1.05803414630953,0.171337386805333,"imp12.csv"
"year19973","year1997",-1.06562479416042,0.174726105451175,"imp12.csv"
"year19983","year1998",-0.00243909032865936,0.691894978704672,"imp12.csv"
"year19993","year1999",-1.08658185735457,0.176804467466262,"imp12.csv"
"year20003","year2000",1.03707364980202,0.466251817871174,"imp12.csv"
"year20013","year2001",0.880715761394161,0.529590908718712,"imp12.csv"
"year20023","year2002",-0.122077846137154,0.717024143459638,"imp12.csv"
"year20033","year2003",0.638861433384886,0.555887317930783,"imp12.csv"
"year20043","year2004",1.09868921042619,0.434151256076129,"imp12.csv"
"year20053","year2005",0.825409858563564,0.460381985902736,"imp12.csv"
"year20063","year2006",1.18324767677422,0.463339772025187,"imp12.csv"
"year20073","year2007",1.05356873758065,0.463471959731879,"imp12.csv"
"year20083","year2008",1.06051612459309,0.459171926187801,"imp12.csv"
"year20093","year2009",1.29525391846281,0.439550268144227,"imp12.csv"
"year20103","year2010",0.45573602887091,0.547714038304645,"imp12.csv"
"year20113","year2011",1.68763051080186,0.395641660804916,"imp12.csv"
"year20123","year2012",0.0502451271612754,0.609606485257922,"imp12.csv"
"year20133","year2013",1.35973976073176,0.423302982894576,"imp12.csv"
"year20143","year2014",0.766175731522998,0.506961448359463,"imp12.csv"
"year20153","year2015",1.06161582204819,0.423899947872978,"imp12.csv"
"year20163","year2016",0.431204573887255,0.610330506211104,"imp12.csv"
"year20173","year2017",0.427842861307808,0.549967347162399,"imp12.csv"
"year20183","year2018",0.629662003272095,0.551369138077849,"imp12.csv"
"year20193","year2019",1.25304042062211,0.43864670987624,"imp12.csv"
"(Intercept)4","(Intercept)",-25.3504396752243,4.54854936329347,"imp13.csv"
"gdppc.gap.ln_l4","gdppc.gap.ln_l",4.12048742223521,1.01929133283572,"imp13.csv"
"I(gdppc.gap.ln_l^2)4","I(gdppc.gap.ln_l^2)",-0.224183443546728,0.0569300206363529,"imp13.csv"
"growth.gap.5_l4","growth.gap.5_l",-0.245912066753597,1.18129804453185,"imp13.csv"
"pop_ln_l4","pop_ln_l",0.196393586303002,0.0459333549004789,"imp13.csv"
"polity2_l4","polity2_l",-0.0200300690431202,0.0117800066305445,"imp13.csv"
"I(polity2_l^2)4","I(polity2_l^2)",-0.00580092509786596,0.00283366564378131,"imp13.csv"
"Polity5_durable_ln_l4","Polity5_durable_ln_l",-0.167561190682121,0.0671755099653868,"imp13.csv"
"BESS_plus_WB_Urbanization_l4","BESS_plus_WB_Urbanization_l",0.00173449393268405,0.00526879237508856,"imp13.csv"
"VDEM_v2x_execorr_l4","VDEM_v2x_execorr_l",1.22760259907028,0.361080538726614,"imp13.csv"
"Mean_year_schooling_interpolated_l4","Mean_year_schooling_interpolated_l",0.0453010154242996,0.0382477668030156,"imp13.csv"
"oil.pc.ln_l4","oil.pc.ln_l",-0.0516185099146472,0.0159381564319226,"imp13.csv"
"sum.rev.q.nonviol4","sum.rev.q.nonviol",0.543607481244399,0.170890110513579,"imp13.csv"
"sum.rev.q.nonviol_l4","sum.rev.q.nonviol_l",0.223075451611145,0.163842243415992,"imp13.csv"
"cumsum.unarmed.rev.q4","cumsum.unarmed.rev.q",0.258803254150414,0.0517485195411662,"imp13.csv"
"year19514","year1951",-0.0032916877779154,0.0347053321243474,"imp13.csv"
"year19524","year1952",1.02613988685264,0.67163800444528,"imp13.csv"
"year19534","year1953",-0.096080274879943,0.050228259709902,"imp13.csv"
"year19544","year1954",-0.119736896670975,0.0696820145664013,"imp13.csv"
"year19554","year1955",-0.137682632992128,0.0750615600350078,"imp13.csv"
"year19564","year1956",-0.229364768831505,0.0799888445045927,"imp13.csv"
"year19574","year1957",-0.201432250417048,0.0774058834396046,"imp13.csv"
"year19584","year1958",-0.177388586886387,0.0795415257853817,"imp13.csv"
"year19594","year1959",-0.169717519088822,0.072047132725126,"imp13.csv"
