"","var","coef","se","model"
"(Intercept)3","(Intercept)",-26.1962822793242,4.21762037600803,"imp12.csv"
"gdppc.gap.ln_l3","gdppc.gap.ln_l",4.32379656533756,0.957043513185653,"imp12.csv"
"I(gdppc.gap.ln_l^2)3","I(gdppc.gap.ln_l^2)",-0.238862618338556,0.0548325484916669,"imp12.csv"
"growth.gap.5_l3","growth.gap.5_l",-0.145126579866617,1.46894911372143,"imp12.csv"
"pop_ln_l3","pop_ln_l",0.25694744162309,0.039672052462011,"imp12.csv"
"polity2_l3","polity2_l",-0.0169475071386137,0.0122702627823949,"imp12.csv"
"I(polity2_l^2)3","I(polity2_l^2)",-0.0100633697381386,0.0021131952594809,"imp12.csv"
"Polity5_durable_ln_l3","Polity5_durable_ln_l",-0.120724279605279,0.0544190211251231,"imp12.csv"
"BESS_plus_WB_Urbanization_l3","BESS_plus_WB_Urbanization_l",-0.00491032935640495,0.00474972752202012,"imp12.csv"
"VDEM_v2x_execorr_l3","VDEM_v2x_execorr_l",0.611291418816458,0.267636658049867,"imp12.csv"
"Mean_year_schooling_interpolated_l3","Mean_year_schooling_interpolated_l",0.078896525295836,0.0304923656784738,"imp12.csv"
"oil.pc.ln_l3","oil.pc.ln_l",-0.012396996894856,0.0152998814013845,"imp12.csv"
"sum.nvc.nonviol3","sum.nvc.nonviol",0.337836411745698,0.13914419480726,"imp12.csv"
"sum.nvc.nonviol_l3","sum.nvc.nonviol_l",0.663273595375411,0.13978529291833,"imp12.csv"
"cumsum.nvc.nonviol3","cumsum.nvc.nonviol",0.151283423918135,0.0445993972489667,"imp12.csv"
"year19513","year1951",1.07159008376405,0.681889315494039,"imp12.csv"
"year19523","year1952",0.991764865091568,0.689413389146505,"imp12.csv"
"year19533","year1953",-0.0701938776599817,0.048627755607675,"imp12.csv"
"year19543","year1954",-0.141686252023607,0.0768897853712566,"imp12.csv"
"year19553","year1955",-0.107050446085705,0.0567270511568985,"imp12.csv"
"year19563","year1956",2.03698797649094,0.425330653245573,"imp12.csv"
"year19573","year1957",0.43968077435456,0.712578251973708,"imp12.csv"
"year19583","year1958",0.577302039200236,0.702672664171273,"imp12.csv"
"year19593","year1959",-0.408052070649611,0.108465490079577,"imp12.csv"
"year19603","year1960",1.77468604160016,0.485591085043978,"imp12.csv"
"year19613","year1961",0.366040304667349,0.694008026233372,"imp12.csv"
"year19623","year1962",0.356593403812782,0.690428996017043,"imp12.csv"
"year19633","year1963",0.400460322920521,0.68688011534107,"imp12.csv"
"year19643","year1964",0.902405122269733,0.582098127839583,"imp12.csv"
"year19653","year1965",0.731789587765392,0.598203043477262,"imp12.csv"
"year19663","year1966",-0.738878603221418,0.116995472732078,"imp12.csv"
"year19673","year1967",-0.55656383808529,0.108431613031635,"imp12.csv"
"year19683","year1968",1.00955972496771,0.606277503818804,"imp12.csv"
"year19693","year1969",-0.683544218120363,0.107875966990494,"imp12.csv"
"year19703","year1970",0.952161962846189,0.601159037341017,"imp12.csv"
"year19713","year1971",-0.849244643519529,0.119073796993165,"imp12.csv"
"year19723","year1972",0.338138325720437,0.684847150268597,"imp12.csv"
"year19733","year1973",1.06801186317182,0.535727640841228,"imp12.csv"
"year19743","year1974",-0.81627756479349,0.132685870692018,"imp12.csv"
"year19753","year1975",0.350428609884539,0.708570180960661,"imp12.csv"
"year19763","year1976",0.846069812833517,0.595195842916502,"imp12.csv"
"year19773","year1977",1.7321121272862,0.439171028769551,"imp12.csv"
"year19783","year1978",-0.0879981841654992,0.686227705791214,"imp12.csv"
"year19793","year1979",0.927007602227967,0.542387471616278,"imp12.csv"
"year19803","year1980",0.683212897259326,0.575971493186016,"imp12.csv"
"year19813","year1981",0.103410604784685,0.692666269710754,"imp12.csv"
"year19823","year1982",0.571690840605388,0.572488850942469,"imp12.csv"
"year19833","year1983",1.04686829034271,0.51067426344558,"imp12.csv"
"year19843","year1984",0.612574434697445,0.546151576278575,"imp12.csv"
"year19853","year1985",0.616835491006226,0.511541463101283,"imp12.csv"
